address,description,price,building_total_floors,num_bathrooms,lat,num_rooms,area,condition,floor,lng,price_sqm,building_type,ceiling_height
"Yerevan, Davtashen, Petrosyan St","2 bedrooms apartment for sale in Petrosyan St, Davtashen, Yerevan, 88250","79,000",9,1,40.18033420,2,68 sq. m.,newly repaired,5,44.52425490,"1,162",panel,2.8 m
"Yerevan, Davtashen, Mikoyan St","2 bedrooms apartment for sale in new construction in Mikoyan St, Davtashen, Yerevan, 83978","72,000",11,1,40.22383240,2,75 sq. m.,zero condition,9,44.50563380,960,monolit,3.2 m
"Yerevan, Davtashen, Sasna Tsrer St","3 bedrooms apartment for sale in new construction in Sasna Tsrer St, Davtashen, Yerevan, 97053","110,000",17,1,40.21417940,3,64 sq. m.,newly repaired,14,44.49062640,"1,719",monolit,3 m
"Yerevan, Center, Amiryan St","3 bedrooms apartment for sale in Amiryan St, Center, Yerevan, 97872","155,000",9,1,40.18052690,3,80 sq. m.,good,2,44.50862630,"1,938",panel,2.8 m
"Yerevan, Arabkir, Komitas Ave","3 bedrooms apartment for sale in Komitas Ave, Arabkir, Yerevan, 63469","87,000",6,1,40.20667380,3,95 sq. m.,good,5,44.51094450,916,stone,2.8 m
"Yerevan, Center, Khanjyan St","3 bedrooms apartment for sale in Khanjyan St, Center, Yerevan, 87543","170,000",5,1,40.17725030,3,110 sq. m.,newly repaired,2,44.52196060,"1,545",stone,2.8 m
"Yerevan, Davtashen, Mikoyan St","2 bedrooms apartment for sale in new construction in Mikoyan St, Davtashen, Yerevan, 85898","83,000",11,1,40.18333300,2,74 sq. m.,zero condition,4,44.51666700,"1,122",monolit,2.8 m
"Yerevan, Arabkir, Komitas Ave","2 bedrooms apartment for sale in new construction in Komitas Ave, Arabkir, Yerevan, 95230","84,000",17,1,40.20579990,2,59 sq. m.,zero condition,6,44.50622590,"1,424",monolit,3 m
"Yerevan, Davtashen, Davtashen 4 district","4 bedrooms apartment for sale in new construction in Davtashen 4 district, Davtashen, Yerevan, 82041","93,000",11,1,40.22548810,4,90 sq. m.,newly repaired,4,44.49465770,"1,033",monolit,3 m
"Yerevan, Arabkir, Hambardzumyan St","3 bedrooms apartment for sale in Hambardzumyan St, Arabkir, Yerevan, 85217","103,000",5,1,40.19706920,3,71 sq. m.,newly repaired,4,44.50022920,"1,451",stone,2.8 m
"Yerevan, Davtashen, Davtashen 2 St","4 bedrooms apartment for sale in Davtashen 2 St, Davtashen, Yerevan, 67944","82,000",9,1,40.21519400,4,90 sq. m.,newly repaired,8,44.48199310,911,panel,2.8 m
"Yerevan, Davtashen, Davtashen 1 district","3 bedrooms apartment for sale in Davtashen 1 district, Davtashen, Yerevan, 93403","85,000",9,1,40.21617310,3,78 sq. m.,zero condition,5,44.48044510,"1,090",panel,2.8 m
"Yerevan, Arabkir, Komitas Ave","2 bedrooms apartment for sale in Komitas Ave, Arabkir, Yerevan, 68455","77,000",5,1,40.20188020,2,65 sq. m.,newly repaired,5,44.49574470,"1,185",stone,3 m
"Yerevan, Arabkir, V.Papazyan St","3 bedrooms apartment for sale in V.Papazyan St, Arabkir, Yerevan, 92716","75,000",6,1,40.19875400,3,94 sq. m.,good,6,44.50658310,798,stone,2.8 m
"Yerevan, Davtashen, Mikoyan St","2 bedrooms apartment for sale in new construction in Mikoyan St, Davtashen, Yerevan, 86200","80,000",13,1,40.18333300,2,62 sq. m.,newly repaired,9,44.51666700,"1,290",monolit,3 m
"Yerevan, Davtashen, Davtashen 2 district","3 bedrooms apartment for sale in Davtashen 2 district, Davtashen, Yerevan, 96325","68,000",9,1,40.22548810,3,90 sq. m.,newly repaired,5,44.49465770,756,panel,2.8 m
"Yerevan, Arabkir, V.Vagharshyan St","3 bedrooms apartment for sale in V.Vagharshyan St, Arabkir, Yerevan, 97301","85,000",5,1,40.20171710,3,98 sq. m.,good,5,44.49946900,867,stone,2.8 m
"Yerevan, Center, Nalbandyan St","2 bedrooms apartment for sale in Nalbandyan St, Center, Yerevan, 84591","102,000",6,1,40.17887630,2,48 sq. m.,newly repaired,2,44.51516680,"2,125",stone,2.8 m
"Yerevan, Arabkir, Komitas Ave","3 bedrooms apartment for sale in Komitas Ave, Arabkir, Yerevan, 82732","81,000",5,1,40.20134730,3,80 sq. m.,good,3,44.49403790,"1,013",stone,2.8 m
"Yerevan, Arabkir, Sundukyan St","3 bedrooms apartment for sale in Sundukyan St, Arabkir, Yerevan, 90069","85,000",7,1,40.19773420,3,76 sq. m.,good,4,44.49505820,"1,118",stone,2.8 m
"Yerevan, Center, Tigran Mets Ave","3 bedrooms apartment for sale in Tigran Mets Ave, Center, Yerevan, 69622","107,000",5,1,40.17702941,3,65 sq. m.,newly repaired,5,44.51316540,"1,646",stone,3.2 m
"Yerevan, Davtashen, Davtashen 2 district","3 bedrooms apartment for sale in Davtashen 2 district, Davtashen, Yerevan, 66772","76,000",9,1,40.22548810,3,73 sq. m.,newly repaired,3,44.49465770,"1,041",panel,2.8 m
"Yerevan, Davtashen, Davtashen 1 district","4 bedrooms apartment for sale in Davtashen 1 district, Davtashen, Yerevan, 2557","69,000",9,1,40.21593520,4,92 sq. m.,good,8,44.48020140,750,other,2.8 m
"Yerevan, Arabkir, Mamikoniants St","3 bedrooms apartment for sale in Mamikoniants St, Arabkir, Yerevan, 92757","90,000",6,2,40.20931700,3,84 sq. m.,newly repaired,2,44.51725870,"1,071",other,2.8 m
"Yerevan, Center, Koryun St","2 bedrooms apartment for sale in Koryun St, Center, Yerevan, 71238","105,000",3,1,40.18901430,2,76 sq. m.,newly repaired,3,44.52394320,"1,382",stone,3.2 m
"Yerevan, Arabkir, Mamikoniants St","3 bedrooms apartment for sale in Mamikoniants St, Arabkir, Yerevan, 96103","95,000",5,1,40.20792610,3,85 sq. m.,good,5,44.52744310,"1,118",stone,3.2 m
"Yerevan, Arabkir, V.Vagharshyan St","3 bedrooms apartment for sale in V.Vagharshyan St, Arabkir, Yerevan, 67318","81,000",9,1,40.19733350,3,91 sq. m.,good,6,44.50215840,890,panel,2.8 m
"Yerevan, Center, Paronyan St","3 bedrooms apartment for sale in Paronyan St, Center, Yerevan, 93867","115,000",9,2,40.18071660,3,98 sq. m.,zero condition,4,44.49973760,"1,173",panel,2.8 m
"Yerevan, Center, Kilikia district","5 bedrooms apartment for sale in Kilikia district, Center, Yerevan, 76699","97,000",3,1,40.17655210,5,110 sq. m.,newly repaired,2,44.48869830,882,stone,2.8 m
"Yerevan, Center, Baghramyan Ave (Kentron)","3 bedrooms apartment for sale in Baghramyan Ave (Kentron), Center, Yerevan, 82514","173,000",4,1,40.18895350,3,86 sq. m.,good,4,44.51313930,"2,012",stone,3.2 m
"Yerevan, Davtashen, Davtashen 1 district","4 bedrooms apartment for sale in Davtashen 1 district, Davtashen, Yerevan, 96281","67,000",9,1,40.21593520,4,88 sq. m.,good,2,44.48020140,761,panel,2.8 m
"Yerevan, Davtashen, Davtashen 4 St","3 bedrooms apartment for sale in new construction in Davtashen 4 St, Davtashen, Yerevan, 60871","86,000",11,1,40.21277690,3,83 sq. m.,newly repaired,8,44.48017690,"1,036",other,2.8 m
"Yerevan, Center, Paronyan St","3 bedrooms apartment for sale in Paronyan St, Center, Yerevan, 88888","105,000",9,1,40.18071660,3,100 sq. m.,zero condition,6,44.49973760,"1,050",monolit,2.8 m
"Yerevan, Davtashen, Sasna Tsrer St","2 bedrooms apartment for sale in new construction in Sasna Tsrer St, Davtashen, Yerevan, 97463","85,000",18,1,40.21208880,2,50 sq. m.,newly repaired,11,44.49056890,"1,700",monolit,3 m
"Yerevan, Davtashen, Davtashen 4 district","3 bedrooms apartment for sale in Davtashen 4 district, Davtashen, Yerevan, 79559","89,000",9,1,40.22548810,3,98 sq. m.,newly repaired,4,44.49465770,908,panel,3 m
"Yerevan, Davtashen, Davtashen 4 district","3 bedrooms apartment for sale in Davtashen 4 district, Davtashen, Yerevan, 84168","85,000",9,1,40.22548810,3,78 sq. m.,newly repaired,9,44.49465770,"1,090",panel,2.8 m
"Yerevan, Davtashen, Davtashen 1 district","3 bedrooms apartment for sale in Davtashen 1 district, Davtashen, Yerevan, 73372","82,000",9,1,40.21593520,3,72 sq. m.,good,8,44.48020140,"1,139",panel,2.8 m
"Yerevan, Davtashen, Petrosyan St","4 bedrooms apartment for sale in Petrosyan St, Davtashen, Yerevan, 95649","66,000",9,1,40.21865700,4,89 sq. m.,good,9,44.48947320,742,panel,2.8 m
"Yerevan, Davtashen, Mikoyan St","3 bedrooms apartment for sale in new construction in Mikoyan St, Davtashen, Yerevan, 90600","80,000",12,1,40.22383240,3,88 sq. m.,zero condition,12,44.50563380,909,monolit,3 m
"Yerevan, Davtashen, Davtashen 1 district","3 bedrooms apartment for sale in Davtashen 1 district, Davtashen, Yerevan, 96277","67,000",9,1,40.21647980,3,75 sq. m.,newly repaired,9,44.48017170,893,panel,2.8 m
"Yerevan, Arabkir, Komitas Ave","3 bedrooms apartment for sale in Komitas Ave, Arabkir, Yerevan, 95145","75,000",5,1,40.20672460,3,83 sq. m.,zero condition,2,44.51991730,904,stone,2.8 m
"Yerevan, Arabkir, Griboedov St","2 bedrooms apartment for sale in new construction in Griboedov St, Arabkir, Yerevan, 95913","65,000",14,1,40.20574680,2,48 sq. m.,newly repaired,12,44.51413620,"1,354",monolit,3 m
"Yerevan, Davtashen, Davtashen 4 district","3 bedrooms apartment for sale in Davtashen 4 district, Davtashen, Yerevan, 93925","75,000",9,1,40.18333300,3,96 sq. m.,newly repaired,6,44.51666700,781,panel,2.8 m
"Yerevan, Center, Baghramyan Ave (Kentron)","3 bedrooms apartment for sale in Baghramyan Ave (Kentron), Center, Yerevan, 95518","120,000",7,1,40.19433160,3,73 sq. m.,good,5,44.49762540,"1,644",stone,2.8 m
"Yerevan, Davtashen, Davtashen 2 district","3 bedrooms apartment for sale in Davtashen 2 district, Davtashen, Yerevan, 96773","70,000",9,1,40.22548810,3,74 sq. m.,good,6,44.49465770,946,panel,2.8 m
"Yerevan, Arabkir, Mamikoniants St","3 bedrooms apartment for sale in Mamikoniants St, Arabkir, Yerevan, 78696","67,000",14,1,40.20870450,3,70 sq. m.,good,1,44.50810970,957,panel,2.8 m
"Yerevan, Arabkir, Komitas Ave","3 bedrooms apartment for sale in Komitas Ave, Arabkir, Yerevan, 94242","77,000",5,1,40.20241870,3,67 sq. m.,good,3,44.49843030,"1,149",other,2.8 m
"Yerevan, Center, Sayat-Nova Ave","3 bedrooms apartment for sale in Sayat-Nova Ave, Center, Yerevan, 68068","100,000",5,1,40.17795930,3,67 sq. m.,good,5,44.52640240,"1,493",stone,2.8 m
"Yerevan, Center, M.Khorenatsi St","3 bedrooms apartment for sale in M.Khorenatsi St, Center, Yerevan, 81007","109,000",12,1,40.16917330,3,75 sq. m.,newly repaired,7,44.51345530,"1,453",panel,2.8 m
"Yerevan, Arabkir, Komitas Ave","4 bedrooms apartment for sale in Komitas Ave, Arabkir, Yerevan, 79676","100,000",5,1,40.20547900,4,75 sq. m.,good,5,44.50598170,"1,333",stone,3.2 m
"Yerevan, Arabkir, Kievyan St","2 bedrooms apartment for sale in new construction in Kievyan St, Arabkir, Yerevan, 91884","85,000",16,1,40.19493480,2,54 sq. m.,newly repaired,10,44.48801060,"1,574",monolit,3 m
"Yerevan, Arabkir, Yerznkyan St","3 bedrooms apartment for sale in Yerznkyan St, Arabkir, Yerevan, 76363","87,000",14,1,40.19484060,3,86 sq. m.,good,9,44.49529530,"1,012",panel,2.8 m
"Yerevan, Center, NarDos St","3 bedrooms apartment for sale in NarDos St, Center, Yerevan, 66787","115,000",9,1,40.16744940,3,100 sq. m.,newly repaired,2,44.51961240,"1,150",panel,2.8 m
"Yerevan, Arabkir, Mamikoniants St","3 bedrooms apartment for sale in Mamikoniants St, Arabkir, Yerevan, 90442","89,000",5,1,40.20931700,3,77 sq. m.,good,2,44.51725870,"1,156",stone,3.2 m
"Yerevan, Arabkir, Mamikoniants St","3 bedrooms apartment for sale in new construction in Mamikoniants St, Arabkir, Yerevan, 79090","93,000",11,1,40.20931700,3,91 sq. m.,newly repaired,9,44.51725870,"1,022",other,2.8 m
"Yerevan, Arabkir, Hr.Kochar St","3 bedrooms apartment for sale in Hr.Kochar St, Arabkir, Yerevan, 68326","76,000",10,1,40.20120470,3,90 sq. m.,good,10,44.50143760,844,panel,2.8 m
"Yerevan, Center, Nalbandyan St","3 bedrooms apartment for sale in Nalbandyan St, Center, Yerevan, 79947","164,000",4,1,40.18077060,3,85 sq. m.,good,2,44.51953720,"1,929",stone,2.8 m
"Yerevan, Arabkir, Hovsep Emin St","3 bedrooms apartment for sale in Hovsep Emin St, Arabkir, Yerevan, 89556","99,000",14,1,40.20483090,3,77 sq. m.,newly repaired,9,44.49155250,"1,286",panel,2.8 m
"Yerevan, Arabkir, Mamikoniants St","3 bedrooms apartment for sale in Mamikoniants St, Arabkir, Yerevan, 79940","94,000",4,1,40.20879630,3,76 sq. m.,newly repaired,2,44.52356580,"1,237",stone,3.2 m
"Yerevan, Arabkir, Azatutyan Ave","2 bedrooms apartment for sale in Azatutyan Ave, Arabkir, Yerevan, 95667","72,000",9,1,40.19971560,2,46 sq. m.,newly repaired,3,44.51981490,"1,565",panel,2.8 m
"Yerevan, Center, M.Khorenatsi St","3 bedrooms apartment for sale in new construction in M.Khorenatsi St, Center, Yerevan, 91923","173,000",9,1,40.17351800,3,98 sq. m.,newly repaired,7,44.51109990,"1,765",monolit,3 m
"Yerevan, Arabkir, Komitas Ave","3 bedrooms apartment for sale in Komitas Ave, Arabkir, Yerevan, 76614","85,000",9,1,40.20241010,3,72 sq. m.,newly repaired,2,44.49696210,"1,181",panel,2.8 m
"Yerevan, Arabkir, A. Khachatrian St","3 bedrooms apartment for sale in A. Khachatrian St, Arabkir, Yerevan, 97440","85,000",5,1,40.20534510,3,76 sq. m.,good,1,44.49845910,"1,118",stone,2.6 m
"Yerevan, Davtashen, Davtashen 3 district","3 bedrooms apartment for sale in Davtashen 3 district, Davtashen, Yerevan, 87361","85,000",9,1,40.22548810,3,92 sq. m.,newly repaired,9,44.49465770,924,panel,2.8 m
"Yerevan, Center, Pushkin St","4 bedrooms apartment for sale in Pushkin St, Center, Yerevan, 75556","170,000",9,2,40.18008460,4,108 sq. m.,newly repaired,3,44.51564260,"1,574",panel,2.8 m
"Yerevan, Arabkir, Komitas Ave","2 bedrooms apartment for sale in Komitas Ave, Arabkir, Yerevan, 93640","72,000",9,1,40.20161260,2,40 sq. m.,newly repaired,5,44.49811320,"1,800",other,2.8 m
"Yerevan, Arabkir, Kievyan St","2 bedrooms apartment for sale in Kievyan St, Arabkir, Yerevan, 90352","83,000",4,1,40.19394610,2,68 sq. m.,newly repaired,2,44.48686500,"1,221",stone,3 m
"Yerevan, Arabkir, Komitas Ave","2 bedrooms apartment for sale in Komitas Ave, Arabkir, Yerevan, 83557","75,000",5,1,40.20473620,2,76 sq. m.,zero condition,5,44.50272720,987,stone,3.2 m
"Yerevan, Center, M.Khorenatsi St","3 bedrooms apartment for sale in M.Khorenatsi St, Center, Yerevan, 91414","97,000",4,1,40.15735770,3,78 sq. m.,newly repaired,2,44.51890000,"1,244",stone,3 m
"Yerevan, Arabkir, Komitas Ave","3 bedrooms apartment for sale in Komitas Ave, Arabkir, Yerevan, 51900","75,000",5,1,40.20579990,3,65 sq. m.,newly repaired,5,44.50622590,"1,154",stone,2.8 m
"Yerevan, Arabkir, Gulakyan St","3 bedrooms apartment for sale in Gulakyan St, Arabkir, Yerevan, 78868","78,000",14,1,40.19569900,3,92 sq. m.,newly repaired,14,44.49853660,848,panel,2.8 m
"Yerevan, Arabkir, Komitas Ave","2 bedrooms apartment for sale in Komitas Ave, Arabkir, Yerevan, 95844","67,000",5,1,40.20579990,2,54 sq. m.,good,3,44.50622590,"1,241",stone,2.8 m
"Yerevan, Arabkir, V.Papazyan St","3 bedrooms apartment for sale in V.Papazyan St, Arabkir, Yerevan, 92542","79,000",16,1,40.20474540,3,90 sq. m.,good,11,44.50184080,878,other,2.8 m
"Yerevan, Davtashen, Mikoyan St","2 bedrooms apartment for sale in new construction in Mikoyan St, Davtashen, Yerevan, 79855","83,000",15,1,40.21951060,2,70 sq. m.,good,8,44.50057790,"1,186",monolit,3.2 m
"Yerevan, Davtashen, Mikoyan St","3 bedrooms apartment for sale in new construction in Mikoyan St, Davtashen, Yerevan, 91880","81,000",12,1,40.22383240,3,88 sq. m.,zero condition,12,44.50563380,920,monolit,3 m
"Yerevan, Arabkir, Komitas Ave","2 bedrooms apartment for sale in Komitas Ave, Arabkir, Yerevan, 78983","80,000",5,1,40.20331580,2,46 sq. m.,newly repaired,3,44.50054090,"1,739",stone,3 m
"Yerevan, Arabkir, Kievyan St","2 bedrooms apartment for sale in new construction in Kievyan St, Arabkir, Yerevan, 88641","85,000",16,1,40.19389950,2,54 sq. m.,newly repaired,10,44.48580520,"1,574",monolit,2.8 m
"Yerevan, Arabkir, Shirvanzade St","4 bedrooms apartment for sale in Shirvanzade St, Arabkir, Yerevan, 90046","95,000",7,1,40.20889500,4,100 sq. m.,newly repaired,6,44.52530360,950,panel,2.8 m
"Yerevan, Arabkir, Hr.Kochar St","3 bedrooms apartment for sale in Hr.Kochar St, Arabkir, Yerevan, 53496","92,000",9,1,40.20076860,3,90 sq. m.,good,8,44.50096430,"1,022",monolit,2.8 m
"Yerevan, Davtashen, Davtashen 1 district","3 bedrooms apartment for sale in Davtashen 1 district, Davtashen, Yerevan, 66812","98,000",9,1,40.21593520,3,96 sq. m.,newly repaired,6,44.48020140,"1,021",panel,2.8 m
"Yerevan, Davtashen, Davtashen 4 district","3 bedrooms apartment for sale in Davtashen 4 district, Davtashen, Yerevan, 96030","80,000",9,1,40.22547900,3,80 sq. m.,good,1,44.49841500,"1,000",panel,2.8 m
"Yerevan, Davtashen, Mikoyan St","2 bedrooms apartment for sale in new construction in Mikoyan St, Davtashen, Yerevan, 85904","82,000",11,1,40.18333300,2,71 sq. m.,newly repaired,4,44.51666700,"1,155",monolit,3 m
"Yerevan, Davtashen, Davtashen 4 district","3 bedrooms apartment for sale in new construction in Davtashen 4 district, Davtashen, Yerevan, 80310","98,000",11,1,40.22164830,3,107 sq. m.,newly repaired,10,44.49861900,916,other,3 m
"Yerevan, Davtashen, Dzor 1 district","4 bedrooms apartment for sale in Dzor 1 district, Davtashen, Yerevan, 96337","120,000",4,2,40.21951060,4,120 sq. m.,newly repaired,4,44.50057790,"1,000",monolit,3.8 m
"Yerevan, Davtashen, Davtashen 2 district","1 bedrooms apartment for sale in Davtashen 2 district, Davtashen, Yerevan, 5774","75,000",2,1,40.22548810,1,182 sq. m.,newly repaired,2,44.49465770,412,other,3 m
"Yerevan, Davtashen, Mikoyan St","2 bedrooms apartment for sale in new construction in Mikoyan St, Davtashen, Yerevan, 93540","88,000",16,1,40.21951060,2,66 sq. m.,newly repaired,12,44.50057790,"1,333",monolit,3 m
"Yerevan, Davtashen, Davtashen 2 district","4 bedrooms apartment for sale in Davtashen 2 district, Davtashen, Yerevan, 97081","98,000",9,1,40.22548810,4,98 sq. m.,newly repaired,6,44.49465770,"1,000",panel,2.8 m
"Yerevan, Arabkir, Hakobyan St","3 bedrooms apartment for sale in Hakobyan St, Arabkir, Yerevan, 92555","95,000",5,1,40.19880580,3,90 sq. m.,good,1,44.49268060,"1,056",stone,3 m
"Yerevan, Davtashen, Davtashen 1 district","3 bedrooms apartment for sale in new construction in Davtashen 1 district, Davtashen, Yerevan, 96547","125,000",14,1,40.21593520,3,68 sq. m.,newly repaired,4,44.48020140,"1,838",monolit,3 m
"Yerevan, Arabkir, Azatutyan Ave","3 bedrooms apartment for sale in Azatutyan Ave, Arabkir, Yerevan, 69569","83,000",9,1,40.20118040,3,90 sq. m.,newly repaired,8,44.52095660,922,panel,2.8 m
"Yerevan, Center, Saryan St","2 bedrooms apartment for sale in Saryan St, Center, Yerevan, 91804","165,000",5,1,40.18448120,2,62 sq. m.,newly repaired,3,44.50592760,"2,661",stone,2.8 m
"Yerevan, Center, Sayat-Nova Ave","3 bedrooms apartment for sale in Sayat-Nova Ave, Center, Yerevan, 85608","160,000",12,1,40.18427540,3,91 sq. m.,newly repaired,11,44.51755330,"1,758",panel,2.8 m
"Yerevan, Davtashen, Davtashen 4 district","3 bedrooms apartment for sale in new construction in Davtashen 4 district, Davtashen, Yerevan, 88280","119,000",11,1,40.22548810,3,98 sq. m.,newly repaired,2,44.49465770,"1,214",monolit,3 m
"Yerevan, Davtashen, Mikoyan St","3 bedrooms apartment for sale in Mikoyan St, Davtashen, Yerevan, 94494","118,000",10,2,40.22383240,3,129 sq. m.,zero condition,5,44.50563380,915,other,3 m
"Yerevan, Arabkir, Komitas Ave","3 bedrooms apartment for sale in Komitas Ave, Arabkir, Yerevan, 95481","100,000",9,1,40.20134730,3,70 sq. m.,newly repaired,1,44.49403790,"1,429",panel,2.8 m
"Yerevan, Arabkir, A. Avetisyan St","3 bedrooms apartment for sale in A. Avetisyan St, Arabkir, Yerevan, 86111","90,000",16,1,40.18333300,3,103 sq. m.,newly repaired,14,44.51666700,874,panel,2.8 m
"Yerevan, Arabkir, Sundukyan St","3 bedrooms apartment for sale in Sundukyan St, Arabkir, Yerevan, 75205","80,000",12,1,40.20108531,3,94 sq. m.,good,4,44.50450374,851,panel,2.8 m
"Yerevan, Arabkir, Komitas Ave","3 bedrooms apartment for sale in Komitas Ave, Arabkir, Yerevan, 78505","84,000",10,1,40.20579990,3,73 sq. m.,newly repaired,2,44.50622590,"1,151",panel,2.8 m
"Yerevan, Davtashen, Davtashen 4 district","2 bedrooms apartment for sale in new construction in Davtashen 4 district, Davtashen, Yerevan, 96432","81,500",13,1,40.22548810,2,65 sq. m.,newly repaired,9,44.49465770,"1,254",monolit,3 m
